STATSB,OPHOLD,TID,INDHOLD
Cameroon,"Study etc., au pair",2024M04,1
Cameroon,"Study etc., other reasons",2024M04,1
Rwanda,"Study etc., interns",2024M04,1
Zimbabwe,"Study etc., interns",2024M04,1
Malawi,"Study etc., education",2024M04,1
Argentina,"Study etc., other reasons",2024M04,56
Brazil,"Study etc., education",2024M04,6
Brazil,"Study etc., interns",2024M04,7
Brazil,"Study etc., other reasons",2024M04,2
Canada,"Study etc., education",2024M04,4
Canada,"Study etc., interns",2024M04,3
Canada,"Study etc., other reasons",2024M04,7
Chile,"Study etc., education",2024M04,1
Chile,"Study etc., other reasons",2024M04,59
Colombia,"Study etc., education",2024M04,3
Colombia,"Study etc., au pair",2024M04,1
Colombia,"Study etc., interns",2024M04,1
Mexico,"Study etc., education",2024M04,8
Mexico,"Study etc., interns",2024M04,1
Mexico,"Study etc., other reasons",2024M04,1
Panama,"Study etc., education",2024M04,1
Panama,"Study etc., interns",2024M04,1
USA,"Study etc., education",2024M04,28
USA,"Study etc., interns",2024M04,5
USA,"Study etc., other reasons",2024M04,8
Yemen,"Study etc., education",2024M04,1
Afghanistan,"Study etc., education",2024M04,1
Afghanistan,"Study etc., other reasons",2024M04,3
Bangladesh,"Study etc., education",2024M04,11
Bangladesh,"Study etc., interns",2024M04,6
Bangladesh,"Study etc., other reasons",2024M04,30
Sri Lanka,"Study etc., education",2024M04,1
Sri Lanka,"Study etc., other reasons",2024M04,63
Taiwan,"Study etc., education",2024M04,1
India,"Study etc., education",2024M04,14
India,"Study etc., interns",2024M04,11
India,"Study etc., other reasons",2024M04,5
Iraq,"Study etc., other reasons",2024M04,2
Iran,"Study etc., education",2024M04,4
Iran,"Study etc., interns",2024M04,1
Iran,"Study etc., other reasons",2024M04,215
Israel,"Study etc., education",2024M04,3
Israel,"Study etc., other reasons",2024M04,4
Japan,"Study etc., education",2024M04,20
Japan,"Study etc., other reasons",2024M04,22
Jordan,"Study etc., other reasons",2024M04,1
China,"Study etc., education",2024M04,34
China,"Study etc., interns",2024M04,5
China,"Study etc., other reasons",2024M04,5
Lebanon,"Study etc., education",2024M04,1
Nepal,"Study etc., education",2024M04,5
Nepal,"Study etc., au pair",2024M04,3
Nepal,"Study etc., interns",2024M04,28
Nepal,"Study etc., other reasons",2024M04,48
Vietnam,"Study etc., education",2024M04,5
Vietnam,"Study etc., interns",2024M04,61
Pakistan,"Study etc., education",2024M04,5
Pakistan,"Study etc., other reasons",2024M04,82
Philippines,"Study etc., au pair",2024M04,41
Philippines,"Study etc., interns",2024M04,6
Singapore,"Study etc., education",2024M04,1
South Korea,"Study etc., education",2024M04,4
South Korea,"Study etc., other reasons",2024M04,7
Thailand,"Study etc., education",2024M04,2
Thailand,"Study etc., au pair",2024M04,3
Thailand,"Study etc., interns",2024M04,1
Australia,"Study etc., education",2024M04,9
Australia,"Study etc., interns",2024M04,1
Australia,"Study etc., other reasons",2024M04,33
New Zealand,"Study etc., education",2024M04,2
New Zealand,"Study etc., other reasons",2024M04,2
Russia,"Study etc., other reasons",2024M04,1
Ukraine,"Study etc., interns",2024M04,1
Ukraine,"Study etc., other reasons",2024M04,1
Armenia,"Study etc., other reasons",2024M04,4
Uzbekistan,"Study etc., interns",2024M04,11
Kyrgyzstan,"Study etc., interns",2024M04,2
Serbia,"Study etc., interns",2024M04,1
